Date,Time,Latitude,Longitude,Altitude (m),Altitude (ft)
2019-01-23,05:27:26,37.61364700184143,-122.35732299694219,-5.600268001668155,-18.37358327059295
2019-01-23,05:27:37,37.61382700635577,-122.35769699703364,-5.500100341625512,-18.044949204818643
2019-01-23,05:27:47,37.61484100005605,-122.36006900232421,-5.000178328715265,-16.40478506798219
2019-01-23,05:27:57,37.616748999608866,-122.36459399351877,-3.6999063938856125,-12.138800893315672
2019-01-23,05:28:07,37.61946500008558,-122.37104000235622,-3.5999292777851224,-11.810791971728541
2019-01-23,05:28:17,37.62290599901486,-122.37927200041291,-4.29982363153249,-14.107033363277056
2019-01-23,05:28:27,37.62700699950836,-122.38888499661799,32.399648438207805,106.29806258200969
2019-01-23,05:28:38,37.631592004754694,-122.3995130057144,155.00010932888836,508.53055869059006
2019-01-23,05:28:48,37.635829999419194,-122.40924099549943,248.600302785635,815.6178173912227
2019-01-23,05:28:58,37.64025100148185,-122.41910600470561,345.10028267186135,1132.2188114011497
2019-01-23,05:29:08,37.64446599674433,-122.42916900466233,450.8000500360504,1479.0028361602756
2019-01-23,05:29:18,37.64859800162844,-122.4392930030877,533.4997298475355,1750.3272536729883
2019-01-23,05:29:28,37.6527789994965,-122.44940200249428,603.0999792143703,1978.6745358056744
2019-01-23,05:29:39,37.657326001643455,-122.46056399635509,683.9005270311609,2243.7682051049137
2019-01-23,05:29:50,37.661780994865374,-122.47180899913674,759.5000482322648,2491.7981382423436
2019-01-23,05:30:00,37.66591999976824,-122.48198699649672,823.1001867689192,2700.460016758941
2019-01-23,05:30:10,37.669777000238284,-122.49234800163232,888.0999802164733,2913.7139390934144
2019-01-23,05:30:20,37.67099399504925,-122.50413500274207,923.7001774413511,3030.5124901566824
2019-01-23,05:30:30,37.66826999895108,-122.51631899582965,959.3003136944026,3147.3108411811436
2019-01-23,05:30:41,37.66248299948453,-122.52903700453061,993.0998393213376,3258.201676839017
2019-01-23,05:30:51,37.65581899889275,-122.54000099887695,1049.5993485096842,3443.5675265645123
2019-01-23,05:31:01,37.64872399530775,-122.5509949997365,1106.1998253520578,3629.2646350080454
2019-01-23,05:31:11,37.64149500171647,-122.56230899718977,1160.3999063428491,3807.0864287258732
2019-01-23,05:31:21,37.63409799914491,-122.57412699973446,1199.5003855777904,3935.368845019038
2019-01-23,05:31:31,37.62661699881295,-122.58638000343815,1265.2998943515122,4151.246505384215
2019-01-23,05:31:42,37.618214000514875,-122.60028799851163,1340.0002932185307,4396.326562003084
2019-01-23,05:31:53,37.60976799462438,-122.61466200069616,1430.6000243043527,4693.569783738692
2019-01-23,05:32:03,37.60194799712184,-122.62822000389833,1487.7996546011418,4881.23261880161
2019-01-23,05:32:13,37.59394499450737,-122.64219699801983,1562.000131570734,5124.6725116625275
2019-01-23,05:32:23,37.585838001211904,-122.65653999592503,1661.3005636390299,5450.461341209475
2019-01-23,05:32:33,37.5774990029688,-122.67130999974435,1724.4995506042615,5657.8071056044855
2019-01-23,05:32:44,37.56802400010794,-122.68811800377203,1798.79971009586,5901.574040870902
2019-01-23,05:32:54,37.559078004666574,-122.70389599785639,1857.4999413872138,6094.160107700826
2019-01-23,05:33:04,37.54978200185398,-122.72019200458602,1907.9002415975556,6259.515428642924
2019-01-23,05:33:14,37.54015700184305,-122.73701500526018,1960.9002215294167,6433.3998828025715
2019-01-23,05:33:24,37.53025800398596,-122.75428800578378,2024.8002456054091,6643.045637792051
2019-01-23,05:33:34,37.52011900153545,-122.77198800269696,2092.000327706337,6863.518355152059
2019-01-23,05:33:44,37.509735002970224,-122.79007699492395,2170.3000696077943,7120.4072803720355
2019-01-23,05:33:55,37.49807699743633,-122.81032600510216,2278.1997002251446,7474.408704486664
2019-01-23,05:34:05,37.48733499977084,-122.8289489940066,2391.000188051723,7844.4890569676145
2019-01-23,05:34:15,37.47672300077234,-122.8478850017035,2512.7995156068355,8244.09316278353
2019-01-23,05:34:25,37.46684599901598,-122.86755399664244,2635.4002082617953,8646.326419273628
2019-01-23,05:34:35,37.45716899803109,-122.88755800073064,2757.599699324928,9047.243397533197
2019-01-23,05:34:45,37.44755600390159,-122.90779100232027,2873.3001311197877,9426.838002183043
2019-01-23,05:34:56,37.436974001509995,-122.93029799927653,3001.0998763376847,9846.12851828373
2019-01-23,05:35:06,37.427246001592714,-122.95085899829711,3125.0994301242754,10252.951214328928
2019-01-23,05:35:16,37.41744200406368,-122.97145799945086,3241.0000439872965,10633.202584315282
2019-01-23,05:35:26,37.4074130021561,-122.99205000259813,3364.3000886486843,11037.73030284215
2019-01-23,05:35:36,37.397239999757026,-123.0126879950731,3487.599941568449,11442.25739229543
2019-01-23,05:35:46,37.38695100441757,-123.03336300440125,3605.399920968339,11828.740276709765
2019-01-23,05:35:57,37.375591001523105,-123.05615200083015,3744.0000280989334,12283.465052188105
2019-01-23,05:36:07,37.365230996908345,-123.07685099818774,3877.4998906394467,12721.456741205522
2019-01-23,05:36:17,37.3547900054206,-123.09762599952542,3985.6997284777462,13076.44309717893
2019-01-23,05:36:27,37.34437900507034,-123.11848399900421,4112.799883542582,13493.438369921845
2019-01-23,05:36:37,37.333964998040315,-123.13944200244346,4220.599573049694,13847.111903244358
2019-01-23,05:36:47,37.32345599645473,-123.16040000005557,4341.400223582052,14243.439509536938
2019-01-23,05:36:58,37.31185900133112,-123.18355600177759,4449.4001915687695,14597.770124506482
2019-01-23,05:37:08,37.301322999969294,-123.20475000055764,4558.899457662366,14957.019696676998
2019-01-23,05:37:18,37.290691002999054,-123.22594500032298,4663.800174082629,15301.182163137253
2019-01-23,05:37:28,37.27994900350239,-123.24720799928816,4759.599772921763,15615.485318992638
2019-01-23,05:37:38,37.26920299861928,-123.26853899952576,4871.0994779560715,15981.298011257397
2019-01-23,05:37:49,37.2573199983516,-123.29209900478742,4978.299606173299,16333.004479917607
2019-01-23,05:38:00,37.24541899851419,-123.31578099933816,5088.000407421961,16692.91525668627
2019-01-23,05:38:10,37.23458499678781,-123.3374399983387,5183.600024338812,17006.562303851748
2019-01-23,05:38:20,37.223758999323465,-123.35924500484472,5270.599902765825,17291.99498499023
2019-01-23,05:38:30,37.21296300448574,-123.38115699837614,5362.799784197472,17594.488043986436
2019-01-23,05:38:40,37.202076000253115,-123.40312199558261,5458.799504686147,17909.447766954498
2019-01-23,05:38:50,37.191176997947814,-123.42515599839184,5558.900124786422,18237.861885404283
2019-01-23,05:39:01,37.17919499877527,-123.44951599811797,5652.699807406403,18545.60363613122
2019-01-23,05:39:11,37.16818599803621,-123.47167200430131,5750.799968416803,18867.45456838058
2019-01-23,05:39:21,37.15713900072129,-123.49385099890738,5856.799189012498,19215.22105127976
2019-01-23,05:39:31,37.1461179982402,-123.51602900027571,5957.399614267051,19545.27495047191
2019-01-23,05:39:41,37.13510100170703,-123.5382769996313,6047.800325633958,19841.865220352916
2019-01-23,05:39:52,37.12298600127374,-123.56285099849435,6148.099967394024,20170.93229702501
2019-01-23,05:40:02,37.11195399445937,-123.58519700186784,6240.500272800215,20474.082915013856
2019-01-23,05:40:12,37.10093300309386,-123.60763499990281,6319.000092447735,20731.62826330623
2019-01-23,05:40:22,37.08995100176402,-123.63017300329278,6399.100362683646,20994.424433907014
2019-01-23,05:40:32,37.07899099880177,-123.65282400139345,6483.799945474602,21272.310213110894
2019-01-23,05:40:42,37.06805799632142,-123.67555999829572,6567.399681086652,21546.58756969633
