date,time,Latitude,Longitude,Altitude (m)
2020-06-24,13:32:21,22.902777,120.2731359,20.551
2020-06-24,13:32:22,22.9027749,120.273108,20.644666666666666
2020-06-24,13:32:23,22.9027728,120.2730801,20.738333333333333
2020-06-24,13:32:24,22.9027707,120.2730522,20.832
2020-06-24,13:32:25,22.90276796666667,120.2730064,20.677
2020-06-24,13:32:26,22.902765233333334,120.27296059999999,20.522000000000002
2020-06-24,13:32:27,22.9027625,120.2729148,20.367
2020-06-24,13:32:28,22.9027607,120.27287313333333,20.305
2020-06-24,13:32:29,22.9027589,120.27283146666666,20.243000000000002
2020-06-24,13:32:30,22.9027571,120.2727898,20.181
2020-06-24,13:32:31,22.902755866666666,120.27275713333333,20.091
2020-06-24,13:32:32,22.902754633333334,120.27272446666667,20.001
2020-06-24,13:32:33,22.9027534,120.2726918,19.911
2020-06-24,13:32:34,22.902750333333334,120.27269386666667,19.864333333333335
2020-06-24,13:32:35,22.90274726666667,120.27269593333334,19.817666666666668
2020-06-24,13:32:36,22.9027442,120.272698,19.771
2020-06-24,13:32:37,22.902723933333334,120.27272003333334,19.915333333333333
2020-06-24,13:32:38,22.902703666666667,120.27274206666667,20.05966666666667
2020-06-24,13:32:39,22.9026834,120.2727641,20.204
2020-06-24,13:32:40,22.902656033333333,120.2727917,20.221666666666668
2020-06-24,13:32:41,22.90262866666667,120.27281930000001,20.239333333333335
2020-06-24,13:32:42,22.9026013,120.2728469,20.257
2020-06-24,13:32:43,22.902568833333333,120.27286310000001,20.177666666666667
2020-06-24,13:32:44,22.902536366666666,120.2728793,20.098333333333333
2020-06-24,13:32:45,22.9025039,120.2728955,20.019
2020-06-24,13:32:46,22.9024624,120.27290146666667,20.025666666666666
2020-06-24,13:32:47,22.9024209,120.27290743333333,20.032333333333334
2020-06-24,13:32:48,22.9023794,120.2729134,20.039
2020-06-24,13:32:49,22.902359833333335,120.27292956666666,20.125333333333334
2020-06-24,13:32:50,22.902340266666666,120.27294573333333,20.211666666666666
2020-06-24,13:32:51,22.9023207,120.2729619,20.298
2020-06-24,13:32:52,22.902322066666667,120.27299956666667,20.195666666666664
2020-06-24,13:32:53,22.902323433333333,120.27303723333333,20.093333333333334
2020-06-24,13:32:54,22.9023248,120.2730749,19.991
2020-06-24,13:32:55,22.902324133333334,120.2731154,20.00433333333333
2020-06-24,13:32:56,22.902323466666665,120.2731559,20.017666666666667
2020-06-24,13:32:57,22.9023228,120.2731964,20.031
2020-06-24,13:32:58,22.902329833333333,120.27320683333333,20.095666666666666
2020-06-24,13:32:59,22.90233686666667,120.27321726666668,20.160333333333334
2020-06-24,13:33:00,22.9023439,120.2732277,20.225
2020-06-24,13:33:01,22.902372633333336,120.27321866666666,20.177333333333333
2020-06-24,13:33:02,22.902401366666666,120.27320963333334,20.12966666666667
2020-06-24,13:33:03,22.9024301,120.2732006,20.082
2020-06-24,13:33:04,22.9024664,120.2731919,20.006666666666668
2020-06-24,13:33:05,22.9025027,120.27318319999999,19.931333333333335
2020-06-24,13:33:06,22.902539,120.2731745,19.856
2020-06-24,13:33:07,22.9025819,120.27316576666666,19.904666666666667
2020-06-24,13:33:08,22.902624799999998,120.27315703333333,19.953333333333333
2020-06-24,13:33:09,22.9026677,120.2731483,20.002
2020-06-24,13:33:10,22.902703566666666,120.2731414,19.762333333333334
2020-06-24,13:33:11,22.90273943333333,120.2731345,19.522666666666666
2020-06-24,13:33:12,22.9027753,120.2731276,19.283
2020-06-24,13:33:13,22.90277551901408,120.2731278556338,19.278647887323945
2020-06-24,13:33:14,22.90277573802817,120.2731281112676,19.27429577464789
2020-06-24,13:33:15,22.90277595704225,120.2731283669014,19.269943661971833
2020-06-24,13:33:16,22.902776176056335,120.27312862253521,19.265591549295777
2020-06-24,13:33:17,22.902776395070422,120.273128878169,19.261239436619718
2020-06-24,13:33:18,22.902776614084505,120.27312913380281,19.256887323943662
2020-06-24,13:33:19,22.90277683309859,120.27312938943662,19.252535211267606
2020-06-24,13:33:20,22.902777052112675,120.27312964507041,19.24818309859155
2020-06-24,13:33:21,22.90277727112676,120.27312990070422,19.243830985915494
2020-06-24,13:33:22,22.902777490140842,120.27313015633803,19.239478873239438
2020-06-24,13:33:23,22.90277770915493,120.27313041197182,19.235126760563382
2020-06-24,13:33:24,22.902777928169012,120.27313066760563,19.230774647887326
2020-06-24,13:33:25,22.902778147183096,120.27313092323944,19.22642253521127
2020-06-24,13:33:26,22.902778366197182,120.27313117887323,19.22207042253521
2020-06-24,13:33:27,22.902778585211266,120.27313143450704,19.217718309859155
2020-06-24,13:33:28,22.90277880422535,120.27313169014084,19.2133661971831
2020-06-24,13:33:29,22.902779023239436,120.27313194577464,19.209014084507043
2020-06-24,13:33:30,22.90277924225352,120.27313220140844,19.204661971830987
2020-06-24,13:33:31,22.902779461267603,120.27313245704225,19.20030985915493
2020-06-24,13:33:32,22.90277968028169,120.27313271267606,19.195957746478875
2020-06-24,13:33:33,22.902779899295773,120.27313296830985,19.19160563380282
2020-06-24,13:33:34,22.902780118309856,120.27313322394366,19.187253521126763
2020-06-24,13:33:35,22.902780337323943,120.27313347957747,19.182901408450704
2020-06-24,13:33:36,22.902780556338026,120.27313373521126,19.178549295774648
2020-06-24,13:33:37,22.90278077535211,120.27313399084507,19.174197183098592
2020-06-24,13:33:38,22.902780994366196,120.27313424647888,19.169845070422536
2020-06-24,13:33:39,22.90278121338028,120.27313450211267,19.16549295774648
2020-06-24,13:33:40,22.902781432394363,120.27313475774648,19.161140845070424
2020-06-24,13:33:41,22.90278165140845,120.27313501338028,19.156788732394368
2020-06-24,13:33:42,22.902781870422533,120.27313526901408,19.152436619718312
2020-06-24,13:33:43,22.902782089436617,120.27313552464788,19.148084507042256
2020-06-24,13:33:44,22.902782308450703,120.27313578028169,19.143732394366197
2020-06-24,13:33:45,22.902782527464787,120.27313603591548,19.13938028169014
2020-06-24,13:33:46,22.90278274647887,120.27313629154929,19.135028169014085
2020-06-24,13:33:47,22.902782965492957,120.2731365471831,19.13067605633803
2020-06-24,13:33:48,22.90278318450704,120.2731368028169,19.126323943661973
2020-06-24,13:33:49,22.902783403521127,120.2731370584507,19.121971830985917
2020-06-24,13:33:50,22.90278362253521,120.27313731408451,19.11761971830986
2020-06-24,13:33:51,22.902783841549294,120.2731375697183,19.113267605633805
2020-06-24,13:33:52,22.90278406056338,120.27313782535211,19.108915492957745
2020-06-24,13:33:53,22.902784279577464,120.27313808098592,19.10456338028169
2020-06-24,13:33:54,22.902784498591547,120.27313833661971,19.100211267605633
