date,time,Latitude,Longitude,Altitude (m),Speed (m/s),wind_speed,wind_direction
2020-06-12,11:39:59,22.9028934,120.27315,18.561,18.573509361109817,9.0,53.0
2020-06-12,11:40:00,22.90288410973141,120.27315110568198,19.27,19.724468317095305,9.0,53.0
2020-06-12,11:40:01,22.9028751,120.2731511,19.979,20.06564404556495,9.0,53.0
2020-06-12,11:40:02,22.902862485402885,120.27315135147705,20.018333333333334,20.173505970276402,9.0,53.0
2020-06-12,11:40:03,22.90284238053718,120.27315322863606,20.057666666666666,20.624523514987292,9.0,53.0
2020-06-12,11:40:04,22.9028109,120.2731581,20.097,21.99516610345526,9.0,53.0
2020-06-12,11:40:05,22.902767474600992,120.2731664966625,20.1025,24.56296591912696,9.0,53.0
2020-06-12,11:40:06,22.9027248,120.2731756,20.108,27.40970618420508,9.0,53.0
2020-06-12,11:40:07,22.902694121413504,120.27318264693986,20.132333333333335,29.685270666168982,9.0,53.0
2020-06-12,11:40:08,22.90266761743448,120.27318844633035,20.156666666666666,32.00769427484866,9.0,53.0
2020-06-12,11:40:09,22.9026327,120.2731947,20.181,35.362049705661754,9.0,53.0
2020-06-12,11:40:10,22.902582496983033,120.27320241259096,20.1995,40.224964702105474,9.0,53.0
2020-06-12,11:40:11,22.902533,120.2732098,20.218,45.03928719999526,9.0,53.0
2020-06-12,11:40:12,22.902499545463282,120.27321505878048,20.249,48.35842969558208,9.0,53.0
2020-06-12,11:40:13,22.902471985225663,120.27321909685773,20.28,51.21184273454087,9.0,53.0
2020-06-12,11:40:14,22.9024338,120.2732235,20.311,55.24798637490257,9.0,53.0
2020-06-12,11:40:15,22.90237558581967,120.27322917340652,20.319499999999998,61.38417150975943,9.0,53.0
2020-06-12,11:40:16,22.9023164,120.2732343,20.328,67.6131123724492,9.0,53.0
2020-06-12,11:40:17,22.902275428544858,120.27323698871044,20.27733333333333,71.9316716563408,9.0,53.0
2020-06-12,11:40:18,22.902243910930196,120.27323777477322,20.226666666666667,75.27790255468258,9.0,53.0
2020-06-12,11:40:19,22.9022061,120.2732378,20.176,79.32515588569278,9.0,53.0
2020-06-12,11:40:20,22.90215272240214,120.27323747680346,20.098999999999997,85.04878596362839,9.0,53.0
2020-06-12,11:40:21,22.9021004,120.2732343,20.022,90.63216108690173,9.0,53.0
2020-06-12,11:40:22,22.902066086955635,120.27322533492843,19.982666666666667,94.23477863676027,9.0,53.0
2020-06-12,11:40:23,22.90204217141029,120.27320884661314,19.94333333333333,96.71263834163717,9.0,53.0
2020-06-12,11:40:24,22.9020149,120.2731834,19.904,99.59586551676202,9.0,53.0
2020-06-12,11:40:25,22.901975422344716,120.27314926107688,19.884,103.87997277059507,9.0,53.0
2020-06-12,11:40:26,22.9019345,120.2731135,19.864,108.42202188451951,9.0,53.0
2020-06-12,11:40:27,22.901904734163693,120.27308314738131,19.978666666666665,111.85992307255502,9.0,53.0
2020-06-12,11:40:28,22.901886472667126,120.27305827148777,20.093333333333334,114.09343110634418,9.0,53.0
2020-06-12,11:40:29,22.901877,120.2730372,20.208,115.33776189693542,9.0,53.0
2020-06-12,11:40:30,22.901874379916002,120.27301729064395,20.183666666666667,115.78168339352264,9.0,53.0
2020-06-12,11:40:31,22.901879793224786,120.27299202132656,20.159333333333333,115.5081716978821,9.0,53.0
2020-06-12,11:40:32,22.9018952,120.2729539,20.135,114.57375494993563,9.0,53.0
2020-06-12,11:40:33,22.901920393534752,120.27290051797549,20.234,113.11908870462157,9.0,53.0
2020-06-12,11:40:34,22.9019465,120.2728498,20.333,111.62133817694439,9.0,53.0
2020-06-12,11:40:35,22.90196604208682,120.27281922412666,20.337666666666667,110.40919263957457,9.0,53.0
2020-06-12,11:40:36,22.90198579568876,120.27280414819708,20.342333333333332,108.88092793578083,9.0,53.0
2020-06-12,11:40:37,22.9020161,120.2727944,20.347,106.20221655148141,9.0,53.0
2020-06-12,11:40:38,22.902062729523838,120.27278207007936,20.321,101.9604126004467,9.0,53.0
2020-06-12,11:40:39,22.9021132,120.2727683,20.295,97.42959670785577,9.0,53.0
2020-06-12,11:40:40,22.902154578490986,120.27275649808155,20.32166666666667,93.85965885247253,9.0,53.0
2020-06-12,11:40:41,22.90219039611402,120.27275008864223,20.348333333333333,90.7169999159918,9.0,53.0
2020-06-12,11:40:42,22.9022283,120.2727525,20.375,87.02214850584114,9.0,53.0
2020-06-12,11:40:43,22.90227266789428,120.27276554817544,20.261499999999998,82.19949214249016,9.0,53.0
2020-06-12,11:40:44,22.9023148,120.2727846,20.148,77.28885399857683,9.0,53.0
2020-06-12,11:40:45,22.902346086773207,120.27280492768524,20.151666666666667,73.3460832840597,9.0,52.999999999999986
2020-06-12,11:40:46,22.902371357223767,120.27282787415237,20.15533333333333,69.87569770601137,9.0,52.999999999999986
2020-06-12,11:40:47,22.9023988,120.2728563,20.159,65.99438209578281,9.0,53.0
