Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s),Altitude Change
2022-09-27,00:36:23,-35.358913708293365,149.15381528663556,9753.2952,253.2350597689785,-0.3047999999998865
2022-09-27,00:36:28,-35.36540359938965,149.14239346546464,9752.9904,253.33600863864075,-0.3047999999998865
2022-09-27,00:36:33,-35.37189083606957,149.13097117668366,9752.6856,253.4110575166263,-0.3047999999998865
2022-09-27,00:36:38,-35.37837561079406,149.1195481186515,9752.3808,253.4619693105743,-0.3047999999998865
2022-09-27,00:36:43,-35.38485811602404,149.10812398972683,9752.076,253.49050692812403,-0.3048000000017055
2022-09-27,00:36:48,-35.39133854422045,149.09669848826863,9751.7712,253.4984332769148,-0.3047999999998865
2022-09-27,00:36:53,-35.3978170878442,149.0852713126356,9751.4664,253.487511264586,-0.3047999999998865
2022-09-27,00:36:58,-35.404293939356236,149.07384216118655,9751.1616,253.4595037987768,-0.3047999999998865
2022-09-27,00:37:03,-35.410769291217456,149.06241073228028,9750.8568,253.4161737871266,-0.3047999999998865
2022-09-27,00:37:08,-35.4172433358888,149.0509767242756,9750.552,253.3592841372746,-0.3047999999998865
2022-09-27,00:37:13,-35.42371626583119,149.03953983553131,9750.2472,253.29059775686005,-0.3047999999998865
2022-09-27,00:37:18,-35.430188273505564,149.02809976440625,9749.9424,253.21187755352236,-0.3047999999998865
2022-09-27,00:37:23,-35.43665955137283,149.01665620925917,9749.6376,253.12488643490076,-0.3047999999998865
2022-09-27,00:37:28,-35.44313029189393,149.0052088684489,9749.3328,253.03138730863455,-0.3047999999998865
2022-09-27,00:37:33,-35.449600687529774,148.99375744033426,9749.028,252.93314308236307,-0.3047999999998865
2022-09-27,00:37:38,-35.4560709307413,148.982301623274,9748.7232,252.83191666372556,-0.3047999999998865
2022-09-27,00:37:43,-35.462541213989425,148.97084111562694,9748.4184,252.72947096036128,-0.3047999999998865
2022-09-27,00:37:48,-35.46901172973508,148.95937561575195,9748.1136,252.62756887990955,-0.3047999999998865
2022-09-27,00:37:53,-35.4754826704392,148.94790482200773,9747.8088,252.52797333000976,-0.3047999999998865
2022-09-27,00:37:58,-35.481954228562685,148.93642843275316,9747.504,252.43244721830104,-0.3047999999998865
2022-09-27,00:38:03,-35.48842659656649,148.924946146347,9747.1992,252.3427534524228,-0.3048000000017055
2022-09-27,00:38:08,-35.494899966911525,148.9134576611481,9746.8944,252.26065494001423,-0.3047999999998865
2022-09-27,00:38:13,-35.50137453205872,148.90196267551516,9746.5896,252.18791458871476,-0.3047999999998865
2022-09-27,00:38:18,-35.507850484468996,148.8904608878071,9746.2848,252.12629530616363,-0.3047999999998865
2022-09-27,00:38:23,-35.51432801660328,148.87895199638268,9745.98,252.07756,-0.3047999999998865
2022-09-27,00:38:28,-35.520807285798995,148.8674357658863,9746.135510204082,252.04309814447535,0.1555102040820202
2022-09-27,00:38:33,-35.52728830889958,148.8559122261049,9746.291020408164,252.0228054802891,0.1555102040820202
2022-09-27,00:38:38,-35.53377106762494,148.84438147311104,9746.446530612244,252.01620431475268,0.15551020408020122
2022-09-27,00:38:43,-35.540255543695025,148.83284360297716,9746.602040816326,252.0228169551776,0.1555102040820202
2022-09-27,00:38:48,-35.54674171882972,148.82129871177588,9746.757551020408,252.0421657088754,0.1555102040820202
2022-09-27,00:38:53,-35.55322957474898,148.80974689557965,9746.91306122449,252.07377288315743,0.1555102040820202
2022-09-27,00:38:58,-35.55971909317274,148.7981882504611,9747.068571428572,252.1171607853354,0.1555102040820202
2022-09-27,00:39:03,-35.566210255820884,148.78662287249267,9747.224081632652,252.17185172272053,0.15551020408020122
2022-09-27,00:39:08,-35.572703044413366,148.77505085774692,9747.379591836734,252.2373680026245,0.1555102040820202
2022-09-27,00:39:13,-35.5791974406701,148.76347230229644,9747.535102040816,252.3132319323587,0.1555102040820202
2022-09-27,00:39:18,-35.585693426311,148.7518873022137,9747.690612244898,252.39896581923455,0.1555102040820202
2022-09-27,00:39:23,-35.592190983056035,148.74029595357123,9747.84612244898,252.4940919705637,0.1555102040820202
2022-09-27,00:39:28,-35.59869009262507,148.72869835244157,9748.00163265306,252.59813269365756,0.15551020408020122
2022-09-27,00:39:33,-35.605190736738074,148.71709459489728,9748.157142857142,252.71061029582756,0.1555102040820202
2022-09-27,00:39:38,-35.61169289711494,148.70548477701084,9748.312653061224,252.8310470843853,0.1555102040820202
2022-09-27,00:39:43,-35.61819655547561,148.69386899485482,9748.468163265306,252.9589653666421,0.1555102040820202
2022-09-27,00:39:48,-35.62470169354001,148.68224734450175,9748.623673469388,253.09388744990957,0.1555102040820202
2022-09-27,00:39:53,-35.63120829302806,148.67061992202414,9748.779183673469,253.23533564149915,0.15551020408020122
2022-09-27,00:39:58,-35.63771633565968,148.65898682349456,9748.93469387755,253.3828322487223,0.1555102040820202
2022-09-27,00:40:03,-35.6442258031548,148.64734814498547,9749.090204081633,253.5358995788906,0.1555102040820202
2022-09-27,00:40:08,-35.65073667723334,148.6357039825695,9749.245714285717,253.69405993931545,0.1555102040838392
2022-09-27,00:40:13,-35.65724893961523,148.6240544323191,9749.401224489797,253.8568356373083,0.15551020408020122
2022-09-27,00:40:18,-35.66376257202038,148.6123995903068,9749.556734693875,254.02374898018073,0.15551020407838223
2022-09-27,00:40:23,-35.67027755616874,148.6007395526052,9749.71224489796,254.1943222752442,0.1555102040856582
2022-09-27,00:40:28,-35.67679387378022,148.5890744152868,9749.86775510204,254.3680778298101,0.15551020407838223
2022-09-27,00:40:33,-35.68331150657473,148.5774042744241,9750.023265306125,254.54453795119005,0.1555102040856582
2022-09-27,00:40:38,-35.68983043627222,148.56572922608962,9750.178775510203,254.72322494669544,0.15551020407838223
2022-09-27,00:40:43,-35.6963506445926,148.554049366356,9750.334285714283,254.9036611236378,0.15551020408020122
2022-09-27,00:40:48,-35.70287211325579,148.54236479129565,9750.489795918367,255.08536878932856,0.1555102040838392
2022-09-27,00:40:53,-35.709394823981725,148.53067559698118,9750.64530612245,255.26787025107924,0.1555102040820202
2022-09-27,00:40:58,-35.71591875849033,148.51898187948507,9750.800816326531,255.45068781620137,0.1555102040820202
2022-09-27,00:41:03,-35.722443898501524,148.50728373487988,9750.956326530611,255.63334379200637,0.15551020408020122
2022-09-27,00:41:08,-35.72897022573523,148.49558125923812,9751.111836734692,255.81536048580568,0.15551020408020122
2022-09-27,00:41:13,-35.73549772191138,148.48387454863231,9751.267346938776,255.99626020491087,0.1555102040838392
2022-09-27,00:41:18,-35.74202636874988,148.47216369913505,9751.422857142858,256.17556525663343,0.1555102040820202
2022-09-27,00:41:23,-35.74855614797068,148.46044880681885,9751.57836734694,256.3527979482848,0.1555102040820202
2022-09-27,00:41:28,-35.75508704129369,148.44872996775618,9751.73387755102,256.5274805871765,0.15551020408020122
2022-09-27,00:41:33,-35.76161903043883,148.4370072780196,9751.889387755102,256.6991354806199,0.1555102040820202
2022-09-27,00:41:38,-35.768152097126034,148.42528083368163,9752.044897959184,256.8672849359266,0.1555102040820202
