date,time,Latitude,Longitude,Altitude (m),Speed (m/s),wind_speed,wind_direction
2020-06-20,16:43:20,22.9027774,120.2731309,19.855,19.880086757667627,24.0,280.0
2020-06-20,16:43:21,22.902760139291907,120.27313115599722,19.93131569879128,19.979546774356542,24.0,280.0
2020-06-20,16:43:22,22.9027374892113,120.27313240257554,20.001697003477467,20.606848060375594,24.0,280.0
2020-06-20,16:43:23,22.9027101,120.2731346,20.065,21.76693115659664,24.0,280.0
2020-06-20,16:43:24,22.90267862189981,120.27313770853557,20.120080774300312,23.464736603891538,24.0,280.0
2020-06-20,16:43:25,22.902643705152535,120.27314168844724,20.16579541231983,25.705204943132138,24.0,280.0
2020-06-20,16:43:26,22.902606,120.2731465,20.201,28.493276715190305,24.0,280.0
2020-06-20,16:43:27,22.902566269405153,120.27315198763829,20.224990833637108,31.797619429347357,24.0,280.0
2020-06-20,16:43:28,22.902525727215576,120.27315753252438,20.238825050946904,35.44180846852251,24.0,280.0
2020-06-20,16:43:29,22.9024857,120.2731624,20.244,39.21314618404441,24.0,280.0
2020-06-20,16:43:30,22.902446937516608,120.27316617424462,20.238400335595703,42.9687064578774,24.0,280.0
2020-06-20,16:43:31,22.902407882281445,120.27316971478861,20.20545993944811,46.84464929452838,24.0,280.0
2020-06-20,16:43:32,22.9023664,120.2731742,20.125,51.04690622913989,24.0,280.0
2020-06-20,16:43:33,22.90232175089878,120.27318033019802,19.991222638794888,55.63929724643765,24.0,280.0
2020-06-20,16:43:34,22.902278773288277,120.27318689350639,19.85585370977918,60.11719612947998,24.0,280.0
2020-06-20,16:43:35,22.9022437,120.2731922,19.785,63.83386511090837,24.0,280.0
2020-06-20,16:43:36,22.902221403332724,120.27319476792624,19.824857257372887,66.27118512429394,24.0,280.0
2020-06-20,16:43:37,22.902211313454334,120.27319394822283,19.94197707328702,67.42551190692615,24.0,280.0
2020-06-20,16:43:38,22.9022115,120.2731893,20.083,67.42181989702412,24.0,280.0
2020-06-20,16:43:39,22.90221998762218,120.27318017957846,20.201829813195044,66.42073476732459,24.0,280.0
2020-06-20,16:43:40,22.90223462104253,120.27316513212081,20.281423182257917,64.72548712863475,24.0,280.0
2020-06-20,16:43:41,22.9022532,120.2731425,20.312,62.67495882627944,24.0,280.0
2020-06-20,16:43:42,22.902273905437816,120.27311173598211,20.28682348984693,60.548943541310855,24.0,280.0
2020-06-20,16:43:43,22.90229644311629,120.27307673440511,20.211330197681317,58.39088229769062,24.0,280.0
2020-06-20,16:43:44,22.9023209,120.2730425,20.094,56.18512795510774,24.0,280.0
2020-06-20,16:43:45,22.902346827663592,120.27301243204865,19.95509844963945,54.00012560964046,24.0,280.0
2020-06-20,16:43:46,22.902371636121945,120.27298350803653,19.862033804794606,52.240689302924075,24.0,280.0
2020-06-20,16:43:47,22.9023922,120.2729511,19.894,51.3957253129831,24.0,280.0
2020-06-20,16:43:48,22.902406146870785,120.2729119617492,20.092893822706362,51.81214563147122,24.0,280.0
2020-06-20,16:43:49,22.90241411609964,120.27286837418949,20.35142347202915,53.26888510455859,24.0,280.0
2020-06-20,16:43:50,22.9024175,120.272824,20.525,55.40288429204452,24.0,280.0
2020-06-20,16:43:51,22.90241824040883,120.27278247280637,20.509178111386937,57.80264184916321,24.0,280.0
2020-06-20,16:43:52,22.902420477257266,120.27274731002032,20.360087121903597,59.86288881288842,24.0,280.0
2020-06-20,16:43:53,22.9024289,120.272722,20.174,60.929914315628835,24.0,280.0
2020-06-20,16:43:54,22.90244702853094,120.27270866924749,20.029949287301438,60.54971808220574,24.0,280.0
2020-06-20,16:43:55,22.902473704500913,120.27270399684035,19.938005818134236,59.067142207091024,24.0,280.0
2020-06-20,16:43:56,22.9025066,120.2727033,19.891,57.02673937716915,24.0,280.0
2020-06-20,16:43:57,22.90254363435631,120.27270253168514,19.88269140607398,54.92647860376499,24.0,280.0
2020-06-20,16:43:58,22.90258371585018,120.27270018780351,19.91055627222611,53.07799419596477,24.0,280.0
2020-06-20,16:43:59,22.902626,120.2726954,19.973,51.746336787295085,24.0,280.0
2020-06-20,16:44:00,22.902669085895674,120.27268806327116,20.06395175506931,51.08639647803146,24.0,280.0
2020-06-20,16:44:01,22.90270934691318,120.27268112601972,20.15943575962798,50.81242123544519,24.0,280.0
2020-06-20,16:44:02,22.9027426,120.2726783,20.231,50.528498493556604,24.0,280.0
2020-06-20,16:44:03,22.90276569243136,120.27268260782277,20.254279351426558,49.88942331855464,24.0,280.0
2020-06-20,16:44:04,22.902779592793397,120.27269431552497,20.221256244817535,48.75282130530312,24.0,280.0
2020-06-20,16:44:05,22.9027863,120.272713,20.128,47.02702568083457,24.0,280.0
2020-06-20,16:44:06,22.90278789993445,120.27273822765993,19.980560468854094,44.65638970135893,24.0,280.0
2020-06-20,16:44:07,22.90278682635767,120.27276952299145,19.824909631472256,41.72934673979588,24.0,280.0
2020-06-20,16:44:08,22.9027856,120.2728064,19.717,38.37035019824255,24.0,280.0
2020-06-20,16:44:09,22.902786163386402,120.27284810746343,19.696034328712624,34.731808047934315,24.0,280.0
2020-06-20,16:44:10,22.902788146220363,120.2728928332499,19.734216340404554,31.07794653665971,24.0,280.0
2020-06-20,16:44:11,22.9027906,120.2729385,19.787,27.700946481345543,24.0,280.0
2020-06-20,16:44:12,22.902792783556976,120.2729829350789,19.814635549628743,24.850674942107386,24.0,280.0
2020-06-20,16:44:13,22.902794785057168,120.2730235847497,19.796558340242857,22.60774395181585,24.0,280.0
2020-06-20,16:44:14,22.9027969,120.2730578,19.717,21.010451786530325,24.0,280.0
2020-06-20,16:44:15,22.90279935423754,120.27308382629505,19.56738643573537,20.053015705762487,24.0,280.0
2020-06-20,16:44:16,22.902802095032445,120.2731034870106,19.36792066899438,19.55332890283327,24.0,280.0
2020-06-20,16:44:17,22.902805,120.2731195,19.146,19.285203554515906,24.0,280.0
2020-06-20,16:44:18,22.902807966177797,120.2731341337294,18.92446912045711,19.06016057201243,24.0,280.0
2020-06-20,16:44:19,22.90281096829257,120.27314785911591,18.707962287998228,18.840555804240115,24.0,280.0
2020-06-20,16:44:20,22.90281400049336,120.27316069768929,18.496561151737772,18.62645383454503,24.0,280.0
2020-06-20,16:44:21,22.902817056929198,120.2731726709794,18.29034736079018,18.417919246273257,24.0,280.0
2020-06-20,16:44:22,22.902820131749113,120.27318380051608,18.08940256426987,18.215016622770868,24.0,280.0
2020-06-20,16:44:23,22.902823219102146,120.27319410782916,17.893808411291285,18.01781054738395,24.0,280.0
2020-06-20,16:44:24,22.902826313137318,120.27320361444843,17.703646550968834,17.826365603458562,24.0,280.0
2020-06-20,16:44:25,22.902829408003672,120.27321234190374,17.51899863241695,17.640746374340786,24.0,280.0
2020-06-20,16:44:26,22.90283249785024,120.27322031172491,17.339946304750068,17.461017443376704,24.0,280.0
2020-06-20,16:44:27,22.902835576826046,120.27322754544178,17.166571217082605,17.28724339391238,24.0,280.0
2020-06-20,16:44:28,22.902838639080134,120.27323406458416,16.998955018528992,17.1194888092939,24.0,280.0
2020-06-20,16:44:29,22.902841678761533,120.27323989068186,16.83717935820366,16.957818272867335,24.0,280.0
2020-06-20,16:44:30,22.902844690019272,120.27324504526476,16.68132588522103,16.802296367978762,24.0,280.0
2020-06-20,16:44:31,22.902847667002387,120.27324954986265,16.531476248695537,16.652987677974256,24.0,280.0
2020-06-20,16:44:32,22.902850603859918,120.27325342600535,16.3877120977416,16.509956786199893,24.0,280.0
2020-06-20,16:44:33,22.902853494740885,120.2732566952227,16.250115081473652,16.373268276001745,24.0,280.0
2020-06-20,16:44:34,22.902856333794325,120.27325937904452,16.118766849006118,16.242986730725896,24.0,280.0
2020-06-20,16:44:35,22.902859115169278,120.27326149900065,15.993749049453422,16.11917673371841,24.0,280.0
2020-06-20,16:44:36,22.90286183301477,120.27326307662089,15.875143331929998,16.001902868325377,24.0,280.0
2020-06-20,16:44:37,22.902864481479835,120.27326413343509,15.763031345550269,15.891229717892863,24.0,280.0
2020-06-20,16:44:38,22.902867054713507,120.27326469097306,15.657494739428662,15.787221865766941,24.0,280.0
2020-06-20,16:44:39,22.90286954686482,120.27326477076465,15.558615162679606,15.689943895293693,24.0,280.0
2020-06-20,16:44:40,22.902871952082805,120.27326439433966,15.46647426441753,15.599460389819196,24.0,280.0
2020-06-20,16:44:41,22.902874264516498,120.27326358322794,15.381153693756858,15.51583593268952,24.0,280.0
2020-06-20,16:44:42,22.902876478314926,120.27326235895929,15.302735099812018,15.439135107250742,24.0,280.0
2020-06-20,16:44:43,22.902878587627125,120.27326074306356,15.231300131697438,15.36942249684894,24.0,280.0
2020-06-20,16:44:44,22.90288058660213,120.27325875707056,15.166930438527546,15.306762684830192,24.0,280.0
2020-06-20,16:44:45,22.902882469388974,120.27325642251012,15.109707669416766,15.251220254540565,24.0,280.0
2020-06-20,16:44:46,22.90288423013669,120.27325376091207,15.059713473479526,15.202859789326142,24.0,280.0
2020-06-20,16:44:47,22.9028858629943,120.27325079380624,15.017029499830258,15.161745872532995,24.0,280.0
2020-06-20,16:44:48,22.902887362110857,120.27324754272244,14.981737397583384,15.127943087507202,24.0,280.0
2020-06-20,16:44:49,22.902888721635374,120.27324402919052,14.953918815853333,15.101516017594838,24.0,280.0
2020-06-20,16:44:50,22.902889935716896,120.27324027474029,14.933655403754535,15.082529246141979,24.0,280.0
2020-06-20,16:44:51,22.902890998504457,120.27323630090159,14.921028810401413,15.0710473564947,24.0,280.0
2020-06-20,16:44:52,22.90289190414708,120.27323212920422,14.916120684908394,15.067134931999075,24.0,280.0
2020-06-20,16:44:53,22.902892646793806,120.27322778117802,14.91901267638991,15.070856556001182,24.0,280.0
2020-06-20,16:44:54,22.90289322059367,120.27322327835283,14.929786433960384,15.082276811847098,24.0,280.0
2020-06-20,16:44:55,22.902893619695693,120.27321864225847,14.948523606734245,15.101460282882895,24.0,280.0
2020-06-20,16:44:56,22.902893838248918,120.27321389442474,14.975305843825918,15.12847155245465,24.0,280.0
2020-06-20,16:44:57,22.90289387040238,120.27320905638152,15.010214794349835,15.163375203908439,24.0,280.0
2020-06-20,16:44:58,22.902893710305108,120.27320414965858,15.05333210742042,15.20623582059034,24.0,280.0
2020-06-20,16:44:59,22.902893352106126,120.27319919578578,15.104739432152101,15.257117985846422,24.0,280.0
2020-06-20,16:45:00,22.902892789954482,120.27319421629294,15.164518417659304,15.316086283022768,24.0,280.0
2020-06-20,16:45:01,22.9028920179992,120.27318923270985,15.232750713056458,15.383205295465448,24.0,280.0
2020-06-20,16:45:02,22.902891030389316,120.2731842665664,15.309517967457992,15.458539606520544,24.0,280.0
2020-06-20,16:45:03,22.90288982127386,120.2731793393924,15.394901829978325,15.542153799534127,24.0,280.0
2020-06-20,16:45:04,22.902888384801873,120.27317447271764,15.488983949731896,15.63411245785227,24.0,280.0
2020-06-20,16:45:05,22.902886715122374,120.27316968807196,15.591845975833124,15.734480164821056,24.0,280.0
2020-06-20,16:45:06,22.902884806384403,120.27316500698521,15.703569557396436,15.843321503786552,24.0,280.0
2020-06-20,16:45:07,22.902882652737002,120.2731604509872,15.824236343536267,15.960701058094845,24.0,280.0
2020-06-20,16:45:08,22.902880248329193,120.27315604160776,15.953927983367034,16.086683411092,24.0,280.0
2020-06-20,16:45:09,22.90287758731001,120.2731518003767,16.092726126003175,16.2213331461241,24.0,280.0
2020-06-20,16:45:10,22.902874663828488,120.27314774882387,16.24071242055911,16.364714846537215,24.0,280.0
2020-06-20,16:45:11,22.90287147203366,120.27314390847908,16.397968516149266,16.51689309567742,24.0,280.0
2020-06-20,16:45:12,22.90286800607456,120.27314030087217,16.56457606188807,16.6779324768908,24.0,280.0
2020-06-20,16:45:13,22.90286426010022,120.27313694753295,16.740616706889956,16.84789757352342,24.0,280.0
